registrationNumber,airline,model
12903,Guyana Airways 2000,CRJ9
12904,Astar Air Cargo,CRJ9
12905,Compass Airlines,B763
12906,Compagnie Africaine d\\'Aviation,CRJ9
12907,Jusur airways,B77L
12908,Australian Airlines,B752
12909,Air Berlin,B789
12910,Bankair,B77W
12911,Airlinair,B77L
12912,Jetx Airlines,B752
12913,Wayraper,B77W
12914,Dagestan Airlines,B788
12915,Skagway Air Service,B738
12916,AlMasria Universal Airlines,A321
12917,Samurai Airlines,AT75
12918,African Transport Trading and Investment Company,C172
12919,Jatayu Airlines,E170
12920,Caribbean Wings,B772
12921,Turkmenistan Airlines,C172
12922,Indigo,DH8D
12923,Alitalia,B752
12924,Asian Express Airlines,E190
12925,Island Spirit,A333
12926,Sunwing,E170
12927,Aeroflot-Don,AT75
12928,Air Foyle,B788
12929,Snowbird Airlines,C172
12930,Nuevo Continente,B788
12931,Blue Panorama Airlines,B789
12932,Maldivian Air Taxi,B77L
12933,BAX Global,A332
12934,Antinea Airlines,E170
12935,Alpi Eagles,AT75
12936,Federal Express,CRJ9
12937,Red Jet Andes,A320
12938,Amber Air,B752
12939,Air Niugini,A320
12940,Proflight Commuter Services,A321
12941,Southern Winds Airlines,B752
12942,Transaero Airlines,A333
12943,Compania Mexicargo,B788
12944,Air India Regional,B772
12945,Polar Air Cargo,B738
12946,Indonesia Sky,E190
12947,National Airlines,AT75
12948,US Africa Airways,B737
12949,Haiti Ambassador Airlines,A319
12950,Polynesian Airlines,A320
12951,Redhill Aviation,B739
12952,Cape Air,A332
12953,Nippon Cargo Airlines,B744
12954,Aus-Air,A321
12955,Sunshine Express Airlines,AT75
12956,BudgetAir,AT76
12957,Air Sicilia,A321
12958,Régional,B738
12959,Zoom Airlines,B739
12960,Atlas Blue,E170
12961,Rossiya,A321
12962,Jet4You,A388
12963,Open Skies Consultative Commission,B788
12964,Air Koryo,AT76
12965,Aeroper,B763
12966,Bangkok Airways,B772
12967,Piedmont Airlines (1948-1989),B737
12968,Icelandair,A388
12969,SeaPort Airlines,AT76
12970,Gulf Air Bahrain,A333
12971,Pelita,B737
12972,Greenfly,B739
12973,Patriot Airways,A332
12974,Canadian National Airways,AT76
12975,Peach Aviation,B789
12976,Air Namibia,B77L
12977,Asian Spirit,A388
12978,Mesaba Airlines,A388
12979,Air Contractors,B772
12980,LOT Polish Airlines,AT76
12981,Maryland Air,B77W
12982,JobAir,B77L
12983,Patriot Airways,B752
12984,BVI Airways,A320
12985,Alinord,CRJ9
12986,Slovak Airlines,A332
12987,LACSA,B744
12988,Safi Airlines,A321
12989,Aerocontinente (Priv),CRJ9
12990,British Mediterranean Airways,B737
12991,Air Arabia Egypt,B744
12992,Ciao Air,B737
12993,Republic Express Airlines,B738
12994,Martinair,A321
12995,Air Salone,A332
12996,Eos Airlines,B772
12997,Maldivo Airlines,B752
12998,Freedom Air,E170
12999,Atlantic Airways,DH8D
13000,LSM International ,B772
13001,Vision Airlines (V2),A320
13002,Saratov Aviation Division,B752
13003,Go Air,B744
13004,Air Tahiti Nui,B763
13005,Changan Airlines,B788
13006,Electronic Data Systems,B744
13007,VickJet,AT75
13008,Go Air,E170
13009,Royal Brunei Airlines,CRJ9
13010,Linhas A,A332
13011,Volare Airlines,B772
13012,All Argentina,AT75
13013,Red Jet Andes,B77L
13014,Germanwings,AT76
13015,Florida West International Airways,A388
13016,LSM Airlines,B77W
13017,Joy Air,B772
13018,LTU Austria,B738
13019,Air Europe,A320
13020,Maersk,C172
13021,Belair Airlines,A332
13022,Maldivian,A388
13023,Jayrow,B739
13024,Via Conectia Airlines,B737
13025,Intersky,B763
13026,Marsland Aviation,A319
13027,Air Sicilia,B738
13028,Air Madagascar,AT76
13029,Air India Regional,A321
13030,Coastal Air,B744
13031,Japan Air System,B738
13032,Omskavia Airline,CRJ9
13033,Transmile Air Services,DH8D
13034,Philippine Airlines,B77L
13035,Austral Brasil,B739
13036,Tropic Air,A319
13037,All Africa,A388
13038,Guine Bissaur Airlines,A319
13039,Tramm Airlines,E190
13040,Saratov Aviation Division,CRJ9
13041,Interstate Airline,A320
13042,S7 Airlines,B737
13043,Royal European Airlines,B737
13044,SriLankan Airlines,B738
13045,Pelita,B752
13046,Lankair,A332
13047,Astair,B744
13048,Aguilar Connect,B739
13049,Bahamasair,B739
13050,Aero-Charter Ukraine,B737
13051,Eagle Atlantic Airlines,A332
13052,PMTair,B744
13053,Balkan Bulgarian Airlines,A332
13054,40-Mile Air,A388
13055,Israir,C172
13056,MAT Macedonian Airlines,B744
13057,Germania,B788
13058,Peach Aviation,E190
13059,Air Georgian,A321
13060,Aeromar,B752
13061,UM Airlines,E190
13062,Blue Sky America,B739
13063,Bellview Airlines,B788
13064,TAM Brazilian Airlines,B752
13065,Safi Airlines,E190
13066,Aeroflot-Nord,B739
13067,Carnival Air Lines,CRJ9
13068,Thai Star Airlines,A319
13069,Turan Air,B738
13070,Air Mandalay,B763
13071,Aerolitoral,A332
13072,All America,AT75
13073,Malindo Air,A320
13074,Southwest Airlines,A321
13075,Airlinair,E170
13076,AirAsia X,A333
13077,Calm Air,B772
13078,Kunpeng Airlines,B788
13079,PB Air,AT75
13080,Laoag International Airlines,DH8D
13081,Norte Lineas Aereas,A321
13082,Martinair,A332
13083,WestAir Airlines ,E170
13084,Scorpio Aviation,A320
13085,Maersk,B772
13086,Perm Airlines,DH8D
13087,Cosmic Air,A321
13088,Air Europe,B744
13089,TUIfly Nordic,CRJ9
13090,PB Air,B738
13091,Thalys,DH8D
13092,Joy Air,AT76
13093,Llloyd Helicopters,B77W
13094,Atlantic Southeast Airlines,A320
13095,TUIfly,B763
13096,Global Freightways,B737
13097,Gazpromavia,B789
13098,Cosmic Air,AT75
13099,Shandong Airlines,B77L
13100,Red Wings,A332
13101,Great Lakes Airlines,B739
13102,Rico Linhas A,AT75
13103,Macair Airlines,B788
13104,Volare Airlines,A333
13105,Air Pacific,B77L
13106,Regional Airlines,CRJ9
13107,Air Zimbabwe,B789
13108,SENIC AIRLINES,B77L
13109,TAN,B737
13110,Augsburg Airways,B77W
13111,Canadian Airlines,AT76
13112,PanAm World Airways,A332
13113,Tiger Airways Australia,AT76
13114,Wizz Air Ukraine,B772
13115,Halcyonair,C172
13116,Dominicana de Aviaci,DH8D
13117,Eagle Air,AT76
13118,Kuban Airlines,C172
13119,TUR Avrupa Hava YollarÄ±,A333
13120,TAM Brazilian Airlines,A333
13121,Aeroper,B77L
13122,Air North Charter - Canada,A333
13123,Serbian Airlines,E170
13124,All Africa,B738
13125,Turkish Airlines,DH8D
13126,African Transport Trading and Investment Company,AT75
13127,TUIfly,B737
13128,Minerva Airlines,A320
13129,Pacific Coastal Airline,AT76
13130,Malindo Air,AT75
13131,Azerbaijan Airlines,A319
13132,Lloyd Aereo Boliviano,B789
13133,Atlantis European Airways,AT75
13134,Trast Aero,B77L
13135,N1,B739
13136,Mastertop Linhas Aereas,B737
13137,Centurion Air Cargo,B738
13138,Continental Express,E170
13139,Era Alaska,B789
13140,Neos,B744
13141,Comair,B737
13142,North Pacific Airlines,A388
13143,Tajik Air,A388
13144,Air Burundi,B738
13145,Thai Airways International,A388
13146,Starbow Airlines,AT76
13147,Congo Express,B789
13148,Spicejet,AT76
13149,Starbow Airlines,B77L
13150,Atlas Blue,A388
13151,Alaska Central Express,AT76
13152,Bringer Air Cargo Taxi Aereo,E190
13153,V Australia Airlines,A333
13154,Sun D'Or,DH8D
13155,Jetx Airlines,B737
13156,LAN Airlines,B744
13157,Aurigny Air Services,B737
13158,Air Pacific,B744
13159,JetBlue Airways,B752
13160,Dense Connection,A321
13161,Kharkiv Airlines,B77L
13162,Air Charter International,DH8D
13163,Hankook Air US,C172
13164,Papillon Grand Canyon Helicopters,A388
13165,Komiinteravia,B772
13166,Ozark Air Lines,A320
13167,WestAir Airlines,A320
13168,REXAIR VIRTUEL,B77W
13169,Santa Barbara Airlines,B77L
13170,TAME,E190
13171,Egyptair,A388
13172,Virgin Atlantic Airways,E170
13173,Snowbird Airlines,A321
13174,TAAG Angola Airlines,B788
13175,Air Paradise International,B739
13176,GNB Linhas Aereas,A320
13177,Island Express,A321
13178,Titan Airways,A321
13179,Air India Limited,A333
13180,Air Ivoire,CRJ9
13181,Pinnacle Airlines,A388
13182,Aegean Airlines,B77L
13183,Avolar Aerolineas,B788
13184,VOLOTEA Airways,B739
13185,Avolar Aerolineas,AT75
13186,Flitestar,A320
13187,Air Japan,AT76
13188,SilkAir,A332
13189,ZABAIKAL AIRLINES,B772
13190,Thomas Cook Airlines,C172
13191,CheapFlyingInternational,A333
13192,GoJet Airlines,B763
13193,Air Class Lineas Aereas,B788
13194,Metro Batavia,B738
13195,Rio Grande Air,A319
13196,Dragonair,B752
13197,Continental Micronesia,A333
13198,Air Wisconsin,A333
13199,National Airways Cameroon,B737
13200,Avies,B77L
13201,Eos Airlines,E190
13202,National Airlines,A320
13203,Pelita,A320
13204,OneChina,A319
13205,Paramount Airways,B744
13206,Air Turks and Caicos,A332
13207,VIA Líneas Aéreas,CRJ9
13208,12 North,B788
13209,Air Costa,C172
13210,DAS Air Cargo,B738
13211,Air Cal,DH8D
13212,Thomsonfly,B739
13213,Fuji Dream Airlines,AT75
13214,Siem Reap Airways,A332
13215,Ryan International Airlines,B788
13216,Luchsh Airlines ,B763
13217,Canadian Western Airlines,A320
13218,Virgin Atlantic Airways,B737
13219,Pegasus Airlines,B739
13220,Air Libert,A320
13221,Air Berlin,B772
13222,Flybe,AT76
13223,Qantas,B738
13224,Air Serbia,B77W
13225,Iran Aseman Airlines,B739
13226,SAETA,A332
13227,Nas Air,AT75
13228,All America BR,A333
13229,Sibaviatrans,B752
13230,PLUNA,B738
13231,Georgian Airways,B763
13232,Héli Sécurité Helicopter Airlines,B772
13233,Air Midwest,A333
13234,Omni Air International,E170
13235,Maersk,A333
13236,bmibaby,AT75
13237,Uni Air,B763
13238,Afriqiyah Airways,AT75
13239,Atlantic Air Services,AT75
13240,Epic Holiday,A333
13241,CHC Airways,A332
13242,Tiger Airways Australia,B788
13243,Croatia Airlines,A332
13244,V Australia Airlines,A319
13245,Wind Jet,A333
13246,Cirrus Airlines,A321
13247,Star Air,A320
13248,Aws express,B744
13249,Florida Coastal Airlines,A321
13250,Kish Air,A332
13251,Inter Islands Airlines,A332
13252,Eos Airlines,A320
13253,Airnorth,B772
13254,Asian Wings Airways,A321
13255,Consorcio Aviaxsa,C172
13256,Trans World Airlines,B744
13257,BAL Bashkirian Airlines,CRJ9
13258,SATA International,B77L
13259,Canadian Airlines,B763
13260,Europe Jet,B752
13261,Tandem Aero,DH8D
13262,TUIfly Nordic,A333
13263,Gol Transportes Aéreos,B739
13264,Yangon Airways Ltd.,B739
13265,Air Finland,E190
13266,Aguilar Connect,B772
13267,Air Astana,A333
13268,Black Stallion Airways,B744
13269,Edelweiss Air,B738
13270,Skywalk Airlines,DH8D
13271,BA Connect,B788
13272,Dense Airways,B763
13273,Norte Lineas Aereas,AT76
13274,Amsterdam Airlines,E170
13275,Wings of Alaska,CRJ9
13276,Annsett New Zealand (NZA),CRJ9
13277,TAAG Angola Airlines,A388
13278,Air Astana,A321
13279,Volotea Costa Rica,C172
13280,All America BOPY,A319
13281,Chicago Express (C8),B752
13282,Falcon Aviation,CRJ9
13283,Horizon Air,CRJ9
13284,Vietnam Airlines,AT76
13285,Flightline,A333
13286,Palair Macedonia,B739
13287,All Australia,A333
13288,Zuliana de Aviacion,B763
13289,SOCHI AIR,B77W
13290,Radixx Solutions International,A388
13291,Fly France,B737
13292,Sirin,B752
13293,DHL de Guatemala,E170
13294,Vuola Italia,B744
13295,Star Peru (2I),B789
13296,Flybe,B789
13297,Air Transat,A332
13298,Lufthansa Cargo,B744
13299,Japan Air System,A320
13300,Perm Airlines,C172
13301,TUIfly,DH8D
13302,Condor Flugdienst,B77W
13303,Royal Brunei Airlines,E170
13304,Islands Express,A332
13305,AeroMéxico,B744
13306,Southjet,E190
13307,Air Libert,B77L
13308,BACH Flugbetriebsges,A388
13309,Air Greenland,B752
13310,Zenith International Airline,E190
13311,Redhill Aviation,B738
13312,Suckling Airways,A333
13313,Hong Kong Express Airways,B77W
13314,Carpatair,AT76
13315,CommutAir,A321
13316,ABX Air,B737
13317,Amsterdam Airlines,B789
13318,Fuji Dream Airlines,B772
13319,Adam Air,B772
13320,Federal Express,B788
13321,Air Florida,B77W
13322,Silver Airways (3M),B77L
13323,Faroejet,A332
13324,Sky Airline,B77W
13325,SATENA,AT76
13326,Tower Air,B77L
13327,Caribbean Wings,B744
13328,LAN Argentina,A333
13329,Falcon Aviation,A388
13330,Kam Air,AT75
13331,Air Cargo Germany,B752
13332,Yellowstone Club Private Shuttle,B763
13333,LTU Austria,A319
13334,Air Malta,E170
13335,Aeropelican Air Services,B744
13336,Oceanair,DH8D
13337,L,B763
13338,United Airways,AT75
13339,Nordeste Linhas Aereas Regionais,A332
13340,Air North Charter - Canada,E190
13341,AirTran Airways,B789
13342,Vuela Cuba,CRJ9
13343,ABX Air,E170
13344,Air Arabia Egypt,E190
13345,Regional Express,A321
13346,PEGASUS AIRLINES-,CRJ9
13347,Aeromist-Kharkiv,A333
13348,Royal Khmer Airlines,A320
13349,WebJet Linhas A,A319
13350,Air Costa,E190
13351,Eurocypria Airlines,B738
13352,Spanair,A320
13353,Portugalia,A388
13354,Svyaz Rossiya,E170
13355,ABX Air,AT76
13356,Arctic Circle Air Service,B772
13357,European Aviation Air Charter,A333
13358,TACV,B737
13359,Royal Air Maroc,B77L
13360,KoralBlue Airlines,B772
13361,Astraeus,B77W
13362,Domodedovo Airlines,B738
13363,National Air Cargo,AT76
13364,Samurai Airlines,B763
13365,Air Kazakhstan,AT75
13366,Sibaviatrans,CRJ9
13367,Yeti Airways,A333
13368,Austral Brasil,A332
13369,Interair South Africa,C172
13370,Scat Air,A388
13371,Aeromar,E190
13372,Aer Lingus,A388
13373,Tropical Airways,B744
13374,Air France,B77L
13375,Nordic Global Airlines,E190
13376,Kam Air,B77L
13377,Moskovia Airlines,B789
13378,Pantanal Linhas Aéreas,CRJ9
13379,JALways,B763
13380,Nordeste Linhas Aereas Regionais,A320
13381,Alaniya Airlines,B772
13382,Air S,A388
13383,Sunwing,A321
13384,SATA International,A333
13385,Wings of Alaska,B752
13386,VIA Líneas Aéreas,C172
13387,WestAir Airlines ,B772
13388,Hageland Aviation Services,B789
13389,Nuevo Continente,B752
13390,Air India Regional,C172
13391,Askari Aviation,E170
13392,Chalk's Ocean Airways,B77L
13393,Dense Airways,A320
13394,Аэросервис,A332
13395,Real Tonga,A332
13396,Air Plus Comet,E170
13397,South West Africa Territory Force,B739
13398,Air Italy,DH8D
13399,Kenmore Air,B744
13400,Bringer Air Cargo Taxi Aereo,A388
13401,Linea Aerea de Servicio Ejecutivo Regional,B737
13402,Régional,B744
13403,Consorcio Aviaxsa,B763
13404,Vuola Italia,B738
13405,Cook Island Air,A319
13406,Air Philippines,DH8D
13407,National Airways Cameroon,B788
13408,Piedmont Airlines (1948-1989),A321
13409,Jetclub,B752
13410,Nauru Air Corporation,A319
13411,Air Caraïbes,B739
13412,JALways,B738
13413,Domodedovo Airlines,B737
13414,OAG,B789
13415,Chari Aviation Services,B738
13416,Camai Air,B763
13417,Calm Air,B77W
13418,Air Madrid,B77L
13419,Northern Air Cargo,B737
13420,Gulf Air Bahrain,B788
13421,Northwestern Air,A319
13422,Ryanair,DH8D
13423,MAT Macedonian Airlines,B739
13424,Canadian Airlines,B77L
13425,Gemini Air Cargo,A332
13426,Fly France,B77W
13427,Polar Air Cargo,AT75
13428,Himalayan Airlines,B752
13429,Aeroflot-Don,A388
13430,Flitestar,E190
13431,Citilink Indonesia,AT76
13432,Air Dolomiti,A320
13433,All America CO,B77L
13434,Aeroline GmbH,B763
13435,Bahamasair,B772
13436,Mars RK,A332
13437,SOCHI AIR CHATER,A319
13438,Air Canada Jazz,B788
13439,Korongo Airlines,AT75
13440,Iberia Express,B744
13441,Air Comores International,E190
13442,Bouraq Indonesia Airlines,B772
13443,Corse-Mediterranee,B738
13444,UTair Aviation,B752
13445,Askari Aviation,C172
13446,bmi,B739
13447,Eritrean Airlines,CRJ9
13448,Coast Air,B77L
13449,Mahan Air,C172
13450,Allegiant Air,B763
13451,Compania Mexicargo,A388
13452,Air Choice One,B738
13453,American Eagle Airlines,B77W
13454,Virgin America,B77W
13455,Lynden Air Cargo,C172
13456,MexicanaLink,B77L
13457,LACSA,B772
13458,Princess Air,A388
13459,LAN Peru,DH8D
13460,Aero Condor Peru,AT75
13461,German International Air Lines,C172
13462,Formosa Airlines,B77W
13463,Thai Smile Airways,A332
13464,Bluebird Cargo,A320
13465,CheapFlyingInternational,AT75
13466,Sirin,B772
13467,Chongqing Airlines,B737
13468,PEGASUS AIRLINES-,B752
13469,Vuela Cuba,B739
13470,Atlasjet,B77L
13471,Viva Macau,B737
13472,Continental Express,E170
13473,Ural Airlines,E190
13474,Deutsche Bahn,B772
13475,Trans Mediterranean Airlines,A332
13476,Worldways,B77L
13477,Abelag Aviation,B77W
13478,Euroline,DH8D
13479,SNCF,CRJ9
13480,Aires,CRJ9
13481,Champion Air,B772
13482,Coast Air,A320
13483,Frontier Flying Service,B788
13484,Aviaexpress,B77L
13485,Four Star Aviation / Four Star Cargo,B772
13486,Air Alps Aviation (A6),B77W
13487,Evergreen International Airlines,AT75
13488,InteliJet Airways,B744
13489,Royal Aruban Airline,C172
13490,Windward Islands Airways,B763
13491,Air Kiribati,B77W
13492,Air Marshall Islands,A320
13493,Helijet,C172
13494,Benin Golf Air,AT75
13495,Sosoliso Airlines,A320
13496,JALways,DH8D
13497,LTU International,E190
13498,Flightline,A388
13499,China Northwest Airlines (WH),C172
13500,Transwest Air,AT76
13501,Peach Aviation,A332
13502,Air Baltic,B744
13503,Strategic Airlines,B752
13504,Compania Mexicargo,DH8D
13505,Amadeus Global Travel Distribution,A333
13506,WestAir Airlines,A321
13507,Our Airline,B739
13508,Rainbow Air US,A320
13509,Airblue,E190
13510,International Business Air,A320
13511,Boutique Air (Priv),B738
13512,Jetx Airlines,E170
13513,Ukraine International Airlines,DH8D
13514,Scandinavian Airlines System,E190
13515,Djibouti Airlines,DH8D
13516,Maersk,B788
13517,Trans States Airlines,B763
13518,Alinord,E170
13519,LAN Airlines,A319
13520,Omni Air International,B752
13521,Air Nippon,C172
13522,Royal Brunei Airlines,C172
13523,Minerva Airlines,B789
13524,Chicago Express (C8),B772
13525,Bassaka airlines,E190
13526,Avient Aviation,AT76
13527,Royal,B738
13528,Austral Brasil,A320
13529,Homer Air,DH8D
13530,FRA Air,DH8D
13531,Atlasjet,AT76
13532,Buffalo Airways,A319
13533,Air Caledonie International,A333
13534,Islands Express,B744
13535,Aeroland Airways,B77L
13536,Thai AirAsia,B752
13537,Avient Aviation,B763
13538,Air Astana,A333
13539,SGA Airlines,C172
13540,Germanwings,A388
13541,TUI Airlines Belgium,B788
13542,Yamal Airlines,AT76
13543,Peach Aviation,A321
13544,Canadian World,B789
13545,Ukrainian Cargo Airways,B77W
13546,SkyEurope,A319
13547,Air Serbia,DH8D
13548,Sterling Airlines,C172
13549,Hageland Aviation Services,B77W
13550,Air Salone,B739
13551,BusinessAir,DH8D
13552,Mars RK,B744
13553,Air Marshall Islands,B744
13554,Allegro,A321
13555,Ocean Airlines,B737
13556,Pearl Airways,B77W
13557,Wizz Air Ukraine,B788
13558,Air Nippon,AT76
13559,Wizz Air,A320
13560,Comair,C172
13561,Trast Aero,DH8D
13562,Lynden Air Cargo,B77L
13563,Air Alps Aviation (A6),B738
13564,Phuket Air,AT76
13565,Inter Islands Airlines,B738
13566,Vladivostok Air,A332
13567,Tower Air,CRJ9
13568,DHL International,DH8D
13569,SITA,A388
13570,WestAir Airlines ,B763
13571,Caribbean Wings,A333
13572,El-Buraq Air Transport,CRJ9
13573,Air Busan,A333
13574,Gryphon Airlines,B772
13575,Hellas Jet,C172
13576,Maersk,AT75
13577,Denim Air ,A320
13578,World Experience Airline,B77L
13579,German International Air Lines,B739
13580,Ryanair,E170
13581,Viasa,AT76
13582,Caribbean Star Airlines,B738
