fid,arrivalTime,departureTime,destination,departure,registrationNumber
QD1914,2023-11-04 02:04:43,2023-11-03 05:04:43,Gorge Harbour Seaplane Base,Syros Airport,27816
IL1915,2020-01-29 09:41:01,2020-01-28 23:41:01,Shark Bay Airport,Portland Troutdale Airport,12632
LM1916,2022-11-07 16:19:19,2022-11-07 03:19:19,Okayama Airport,Mundo Maya International Airport,896
UE1917,2021-01-31 22:31:02,2021-01-31 14:31:02,Monmouth Executive Airport,Pond Inlet Airport,11530
2G1918,2021-01-04 05:00:38,2021-01-03 11:00:38,Anthony Lagoon Airport,Helmuth Baungarten Airport,10974
7W1919,2020-03-25 23:16:18,2020-03-25 18:16:18,Valença Airport,Ngloram Airport,12131
CV1920,2022-07-04 22:02:09,2022-07-04 03:02:09,Alameda Naval Air Station,Trenton Mercer Airport,8177
YC1921,2022-02-01 09:06:24,2022-01-31 18:06:24,Nueva Hesperides International Airport,Temora Airport,23435
IA1922,2021-05-10 17:43:07,2021-05-10 14:43:07,Gulgubip Airport,Del Bajío International Airport,11086
WA1923,2021-05-09 17:44:05,2021-05-09 08:44:05,Timbuktu Airport,Islas Malvinas Airport,7419
N51924,2020-09-16 12:19:24,2020-09-16 07:19:24,Converse County Airport,Travis Air Force Base,17075
Z51925,2022-04-12 18:22:36,2022-04-11 22:22:36,Chandalar Lake Airport,Southwest Minnesota Regional Airport - Marshall/Ryan Field,10465
WY1926,2023-04-23 10:29:14,2023-04-22 17:29:14,Okaba Airport,Peppimenarti Airport,17705
BD1927,2020-12-03 05:31:04,2020-12-02 11:31:04,Cancún International Airport,Anshun Huangguoshu Airport,796
GB1928,2022-01-22 09:52:47,2022-01-21 22:52:47,Basanth Nagar Airport,Baie-Johan-Beetz Water Aerodrome,2918
YI1929,2023-07-20 02:48:17,2023-07-19 06:48:17,Bunyu Airport,Frederick Regional Airport,21413
VT1930,2023-04-15 15:16:23,2023-04-15 13:16:23,Haines Junction Airport,Songwe Airport,24333
2K1931,2020-06-05 16:17:06,2020-06-05 04:17:06,Sheppard Air Force Base-Wichita Falls Municipal Airport,Andravida Air Base,3576
UK1932,2020-01-02 22:32:30,2020-01-02 09:32:30,Sembach Air Base,Port Williams Seaplane Base,8410
2R1933,2020-09-10 17:18:23,2020-09-10 10:18:23,Lebanon Municipal Airport,Heide-Büsum Airport,4708
KH1934,2020-11-09 05:21:35,2020-11-09 04:21:35,Besakoa Airport,Bhatinda Air Force Station,20812
??1935,2020-09-26 16:28:32,2020-09-26 12:28:32,Lava Falls Heliport,Valle de La Pascua Airport,12716
1I1936,2023-04-25 13:58:13,2023-04-24 23:58:13,Porgera Airport,Gravatai Airport,8253
XM1937,2023-03-15 01:06:37,2023-03-15 01:06:37,Northway Airport,Yeniseysk Airport,26552
EZ1938,2022-03-01 17:59:35,2022-03-01 11:59:35,Fort Hope Airport,Borroloola Airport,5469
RB1939,2023-01-02 06:47:13,2023-01-01 09:47:13,Quartz Hill Airport,Hancock County-Bar Harbor Airport,26929
CJ1940,2020-08-04 03:39:57,2020-08-03 20:39:57,Barcelos Airport,Garden City Regional Airport,18570
5Q1941,2021-07-05 08:21:25,2021-07-05 07:21:25,Bryant Army Heliport,Barkly Downs Airport,15621
PI1942,2023-06-21 10:31:37,2023-06-21 01:31:37,Neil Armstrong Airport,Portage Creek Airport,21374
GI1943,2021-05-25 14:33:33,2021-05-25 14:33:33,Hana Airport,Baytown Airport,163
VI1944,2022-08-10 21:19:10,2022-08-09 22:19:10,Thornhill Air Base,Tunta Airport,20485
U81945,2023-05-25 21:39:18,2023-05-25 18:39:18,Bildudalur Airport,Ufa International Airport,1228
S11946,2023-08-02 22:14:40,2023-08-02 07:14:40,Henry County Airport,West Wyalong Airport,7435
V61947,2022-09-02 07:21:58,2022-09-01 10:21:58,Aniwa Airport,Bintulu Airport,22817
EH1948,2020-07-20 02:19:53,2020-07-19 08:19:53,Chistochina Airport,Ağrı Airport,7995
G71949,2020-03-27 21:47:00,2020-03-26 21:47:00,Tarauacá Airport,Ghazni Airport,5807
RR1950,2022-12-28 16:04:32,2022-12-28 06:04:32,Tunta Airport,Saransk Airport,25089
8J1951,2022-04-18 09:38:49,2022-04-17 10:38:49,Mount Hotham Airport,Boeing Field King County International Airport,16141
EV1952,2021-09-17 07:12:57,2021-09-16 23:12:57,Poplar Hill Airport,Springdale Municipal Airport,1487
S51953,2020-12-21 06:53:48,2020-12-20 18:53:48,Biju Patnaik Airport,Rabat-Salé Airport,15799
UQ1954,2021-12-01 05:40:10,2021-11-30 06:40:10,Ken Jones Airport,Macaé Airport,21457
E31955,2022-01-24 16:34:11,2022-01-24 08:34:11,Biarritz-Anglet-Bayonne Airport,Cottbus-Drewitz Airport,1215
P01956,2023-11-09 20:37:19,2023-11-09 05:37:19,Johnston Atoll Airport,Ignatyevo Airport,1158
W61957,2021-09-30 12:54:55,2021-09-30 04:54:55,Naiu Airport,Mc Guire Air Force Base,8413
K31958,2021-06-23 04:35:51,2021-06-22 06:35:51,Sochi International Airport,Tanjung Santan Airport,25690
OU1959,2022-08-16 13:31:05,2022-08-16 05:31:05,Sishen Airport,Grundarfjörður Airport,14994
JC1960,2021-01-31 23:35:03,2021-01-31 18:35:03,Kalaupapa Airport,Greenville Spartanburg International Airport,27467
3S1961,2022-10-21 07:02:28,2022-10-20 16:02:28,Lehu Airport,Tacuarembo Airport,23927
CV1962,2022-12-21 22:02:58,2022-12-20 23:02:58,Agaun Airport,Liège Airport,22625
8B1963,2022-09-28 01:24:13,2022-09-27 18:24:13,Kepi Airport,Moanamani Airport,2667
VO1964,2023-10-07 15:05:07,2023-10-07 07:05:07,New Bedford Regional Airport,Kharkiv International Airport,18201
8M1965,2022-03-05 22:14:08,2022-03-05 07:14:08,Lakeba Island Airport,Guari Airport,1148
UX1966,2022-11-29 23:10:39,2022-11-29 23:10:39,Sher-Wood Airport,Alberto Delgado Airport,21802
G11967,2021-09-15 02:10:18,2021-09-14 02:10:18,"Terre Haute Regional Airport, Hulman Field",Sumbawanga Airport,12199
E91968,2022-10-03 16:16:12,2022-10-02 21:16:12,Bandar Lengeh Airport,Kalat Airport,8018
HN1969,2020-06-25 22:24:16,2020-06-25 03:24:16,Inyati Airport,Lekoni Airport,13436
XP1970,2021-06-29 03:38:52,2021-06-29 01:38:52,Skopje Alexander the Great Airport,Shahid Ashrafi Esfahani Airport,7789
F41971,2020-02-26 07:11:09,2020-02-26 01:11:09,Goodnews Airport,Pemba Airport,7877
6A1972,2023-01-26 04:55:14,2023-01-25 21:55:14,Akola Airport,Timmins/Victor M. Power,14616
PT1973,2021-01-18 05:59:57,2021-01-17 23:59:57,Araçatuba Airport,Port Sudan New International Airport,11612
RV1974,2020-08-05 23:31:33,2020-08-04 23:31:33,Souanke Airport,Assab International Airport,27405
VP1975,2021-05-04 14:30:40,2021-05-03 22:30:40,Kédougou Airport,Zephyrhills Municipal Airport,16452
UU1976,2020-05-27 23:50:08,2020-05-27 20:50:08,Ijuí Airport,Wewak International Airport,21026
G21977,2023-06-25 09:24:40,2023-06-24 21:24:40,Louisville International Standiford Field,Tableland Homestead Airport,26719
L71978,2021-05-22 22:08:28,2021-05-22 03:08:28,Los Colonizadores Airport,Padre Aldamiz International Airport,20715
NI1979,2021-10-04 18:47:26,2021-10-04 18:47:26,Pobedilovo Airport,Ye Airport,25944
3W1980,2022-09-25 00:57:13,2022-09-24 11:57:13,Sur Airport,Beletwene Airport,18303
7L1981,2020-07-17 06:54:42,2020-07-17 01:54:42,Bhadrapur Airport,Yokota Air Base,15859
DT1982,2022-08-16 19:10:08,2022-08-16 13:10:08,Islay Airport,Vance Air Force Base,5824
8Z1983,2020-03-31 01:03:58,2020-03-30 05:03:58,Pu'er Simao Airport,Davenport Municipal Airport,1366
3S1984,2022-12-16 01:03:35,2022-12-16 00:03:35,Inuvik Mike Zubko Airport,Juwata Airport,16856
I91985,2020-09-25 14:27:31,2020-09-25 03:27:31,Orange Walk Airport,Page Field,3451
RA1986,2023-09-26 22:17:35,2023-09-26 05:17:35,Buchanan Airport,Marshall Islands International Airport,23374
ML1987,2023-02-10 00:31:49,2023-02-09 06:31:49,Sabi Sabi Airport,Reko Diq Airport,19226
L41988,2021-09-05 17:08:58,2021-09-04 22:08:58,Resistencia International Airport,Skövde Airport,9836
8W1989,2021-10-15 17:47:08,2021-10-14 17:47:08,Maestro Wilson Fonseca Airport,Erie International Tom Ridge Field,16462
UE1990,2021-10-20 07:13:22,2021-10-19 17:13:22,Red Lake Airport,Sohag International Airport,12394
N51991,2022-12-21 20:40:20,2022-12-21 02:40:20,Genting Airport,Robe Airport,25499
R81992,2020-06-05 09:52:52,2020-06-04 10:52:52,Meadows Field,"Mangole Airport, Falabisahaya",20266
E61993,2021-10-17 15:57:47,2021-10-17 06:57:47,Key Field,Evansville Regional Airport,23180
KA1994,2023-05-19 08:18:48,2023-05-18 10:18:48,Melbourne International Airport,Kitee Airport,1169
VA1995,2022-06-21 11:13:30,2022-06-20 11:13:30,Ekwok Airport,Cachoeiro do Itapemirim Airport,17342
MR1996,2020-09-29 16:00:24,2020-09-29 07:00:24,São Lourenço Airport,Mörön Airport,19009
AV1997,2023-11-22 21:03:17,2023-11-22 04:03:17,Biaugunu Airport,Presidente General Don Oscar D. Gestido International Airport,17764
AP1998,2021-10-13 20:57:08,2021-10-13 07:57:08,Guadalupe Airport,Bao'anying Airport,10906
4Y1999,2022-06-09 16:10:14,2022-06-08 21:10:14,Béziers-Vias Airport,Kiffa Airport,19919
NO2000,2022-06-30 21:11:14,2022-06-30 12:11:14,Eugene F. Correira International Airport,Porto Seguro Airport,20893
NA2001,2020-12-31 20:13:20,2020-12-31 11:13:20,York Landing Airport,Hamadan Airport,18280
BQ2002,2020-12-06 12:14:59,2020-12-06 06:14:59,Eskişehir Air Base,Kefallinia Airport,20704
II2003,2021-11-26 06:41:17,2021-11-25 17:41:17,Naples Municipal Airport,Las Vegas Airport,19929
DU2004,2023-12-01 06:43:31,2023-12-01 02:43:31,Nanchong Airport,Polgolla Reservoir Seaplane Base,17195
A82005,2021-03-08 14:18:41,2021-03-08 02:18:41,Francisco de Sá Carneiro Airport,Nouméa Magenta Airport,8992
JO2006,2021-07-28 06:20:03,2021-07-27 15:20:03,Guanghan Airport,Tinian International Airport,10572
YZ2007,2022-02-10 17:33:18,2022-02-10 10:33:18,Vahitahi Airport,Qaarsut Airport,25619
DH2008,2022-04-10 05:33:58,2022-04-10 02:33:58,Mc Connell Air Force Base,Renner Field-Goodland Municipal Airport,17647
VE2009,2021-11-16 11:08:11,2021-11-16 07:08:11,Alejandro Velasco Astete International Airport,Wichita Eisenhower National Airport,25877
PL2010,2022-04-30 18:43:52,2022-04-29 22:43:52,Eucla Airport,Cape Girardeau Regional Airport,26036
6R2011,2021-12-05 08:34:35,2021-12-04 17:34:35,Nesson Airport,Hayman Island Resort Seaplane Base,734
SO2012,2021-01-09 13:19:02,2021-01-09 01:19:02,Rincon De Los Sauces Airport,Rajahmundry Airport,17758
DW2013,2021-01-01 01:18:58,2020-12-31 10:18:58,Collie Airport,Nal Airport,20857
DQ2014,2021-07-19 00:26:43,2021-07-18 22:26:43,Nelson Lagoon Airport,Cape Eleuthera Airport,19488
QM2015,2021-07-17 13:30:40,2021-07-17 12:30:40,Carrasco International /General C L Berisso Airport,Yucca Airstrip,7700
WM2016,2020-12-06 03:01:38,2020-12-05 05:01:38,San Fernando Airport,Montenegro Airport,26822
IP2017,2021-11-05 09:27:08,2021-11-05 02:27:08,Benbecula Airport,Ontong Java Atoll Airstrip,18593
NF2018,2021-03-15 11:18:19,2021-03-15 10:18:19,Juruena Airport,Hamadan Airport,4102
8Z2019,2022-07-22 18:26:16,2022-07-22 00:26:16,Antônio Guerreiro Airport,Talasea Airport,22275
FM2020,2021-11-15 01:59:59,2021-11-14 23:59:59,Mora Airport,Beaver Creek Airport,26816
N72021,2023-09-13 17:30:23,2023-09-13 04:30:23,Area De Material Airport,Moanda Airport,16421
1A2022,2021-01-05 11:51:24,2021-01-05 02:51:24,Taichung Ching Chuang Kang Airport,Andravida Air Base,16047
SA2023,2022-04-23 07:18:30,2022-04-22 07:18:30,Rocha Airport,Kololo Airstrip,22091
NM2024,2020-08-05 07:31:08,2020-08-04 21:31:08,Buckland Airport,Soko Airport,7153
VQ2025,2020-08-19 19:34:40,2020-08-19 06:34:40,Leeward Point Field,Apalapsili Airport,4829
LX2026,2022-05-11 16:49:43,2022-05-11 04:49:43,Chippewa County International Airport,Paraburdoo Airport,18029
MX2027,2020-03-24 20:38:29,2020-03-24 02:38:29,Pécs-Pogány Airport,Deniliquin Airport,3797
T82028,2023-01-23 23:34:46,2023-01-23 11:34:46,Bozoum Airport,Hollis Clark Bay Seaplane Base,3532
ZL2029,2020-05-23 00:36:57,2020-05-22 03:36:57,Princeton Municipal Airport,Beles Airport,20797
QJ2030,2022-04-05 21:06:39,2022-04-05 14:06:39,Krasnoselkup Airport,Kamishly Airport,20040
PY2031,2022-01-01 21:48:14,2022-01-01 06:48:14,Mount Cavenagh Airport,Salem Airport,21811
JY2032,2021-12-21 07:05:28,2021-12-20 19:05:28,Drift River Airport,Edward G. Pitka Sr Airport,21620
5D2033,2021-10-01 17:46:37,2021-09-30 19:46:37,New Stuyahok Airport,Gamarmalamo Airport,2875
ZV2034,2021-06-10 22:21:14,2021-06-10 18:21:14,Yagoua Airport,Grand Central Airport,6721
LQ2035,2023-02-16 02:04:23,2023-02-15 22:04:23,Evelio Javier Airport,Washington County Airport,14789
HM2036,2021-04-25 09:13:12,2021-04-24 15:13:12,Fontaine Airport,Tauranga Airport,3872
JQ2037,2022-03-19 14:10:40,2022-03-19 10:10:40,Xi'an Xiguan Airport,Bugulma Airport,27032
G62038,2022-05-15 10:46:59,2022-05-15 02:46:59,Labasa Airport,Dane County Regional Truax Field,14693
J72039,2023-11-14 06:43:46,2023-11-13 06:43:46,Þingeyri Airport,Kissimmee Gateway Airport,13461
GJ2040,2021-03-26 14:05:54,2021-03-25 22:05:54,Jalalabad Airport,Kenema Airport,6935
B42041,2021-02-25 21:19:56,2021-02-25 10:19:56,Undara Airport,Ketapang(Rahadi Usman) Airport,18014
O12042,2020-05-06 06:49:23,2020-05-06 01:49:23,Fort Lauderdale Hollywood International Airport,Semera Airport,2833
N92043,2021-01-01 01:49:04,2020-12-31 01:49:04,Daniel Z. Romualdez Airport,Nutwood Downs Airport,2569
B92044,2023-07-24 03:01:40,2023-07-23 17:01:40,Boundary Airport,Prominent Hill Airport,315
TI2045,2021-06-22 06:03:20,2021-06-22 03:03:20,Monfort Airport,Milano Linate Airport,23421
CM2046,2020-07-22 14:49:40,2020-07-22 00:49:40,Puvirnituq Airport,Ramsar Airport,17141
OE2047,2022-06-15 06:05:02,2022-06-15 06:05:02,Kulik Lake Airport,Tabatinga Airport,15396
T62048,2023-11-23 12:39:38,2023-11-22 19:39:38,Yellowstone Regional Airport,Abbeville,1574
K82049,2022-12-13 16:33:13,2022-12-12 16:33:13,Saint Louis Airport,Naples Municipal Airport,8826
UB2050,2021-10-12 23:01:41,2021-10-12 04:01:41,Lea County Regional Airport,Aviano Air Base,14117
LH2051,2022-05-08 15:32:26,2022-05-08 03:32:26,Cowell Airport,CFB Cold Lake,26629
6B2052,2022-07-25 05:23:19,2022-07-25 04:23:19,Leaf Rapids Airport,Nowata Airport,2203
ML2053,2021-01-16 06:19:06,2021-01-15 17:19:06,Camp Nifty Airport,Kirkimbie Station Airport,22094
UW2054,2021-05-27 06:50:28,2021-05-26 22:50:28,Mount House Airport,Texas Gulf Coast Regional Airport,15887
VU2055,2022-08-19 04:23:31,2022-08-19 00:23:31,Hwange National Park Airport,Nomad River Airport,16915
FC2056,2022-07-01 19:20:52,2022-07-01 00:20:52,London-Corbin Airport/Magee Field,Galcaio Airport,5713
GA2057,2022-11-28 12:27:04,2022-11-27 15:27:04,Winisk Airport,Hastings Municipal Airport,12031
HG2058,2022-07-14 02:15:39,2022-07-13 18:15:39,Pikwitonei Airport,Dirranbandi Airport,2560
G62059,2023-05-21 16:08:25,2023-05-21 11:08:25,Waskaganish Airport,Saposoa Airport,23712
H22060,2023-08-02 19:55:17,2023-08-02 05:55:17,Goulburn Airport,Noatak Airport,25395
TU2061,2022-01-27 12:48:11,2022-01-27 02:48:11,Inyokern Airport,Chengdu Shuangliu International Airport,4147
&T2062,2021-01-24 11:09:18,2021-01-23 11:09:18,Ibn Batouta Airport,Tianshui Maijishan Airport,4414
BD2063,2022-07-08 02:04:06,2022-07-07 13:04:06,Nueva Guinea Airport,Auxiliary Airfield,25789
GK2064,2022-04-08 21:11:36,2022-04-08 10:11:36,Bengbu Airport,Mae Hong Son Airport,16731
FS2065,2021-05-06 16:15:47,2021-05-05 16:15:47,Dianópolis Airport,Faro Airport,11373
AE2066,2023-01-05 03:56:41,2023-01-04 14:56:41,Henry Tift Myers Airport,Sarajevo International Airport,25234
MY2067,2020-05-02 19:21:31,2020-05-02 10:21:31,Turukhansk Airport,Sullivan Bay Seaplane Base,18988
2B2068,2021-11-05 12:49:24,2021-11-04 16:49:24,Kingston Norman Rogers Airport,Zielona Góra-Babimost Airport,18603
VJ2069,2022-08-18 03:42:59,2022-08-17 15:42:59,Pickens County Airport,Mary Airport,2098
IV2070,2023-08-22 13:43:40,2023-08-21 21:43:40,Kirovograd Airport,Peshawar International Airport,25141
W32071,2023-06-13 19:47:50,2023-06-13 08:47:50,Ulanqab Jining Airport,John Glenn Columbus International Airport,4636
ZW2072,2023-01-15 09:04:02,2023-01-15 02:04:02,St. John's International Airport,Bafoussam Airport,25933
MA2073,2021-09-15 05:37:21,2021-09-14 13:37:21,Kualanamu International Airport,Jenpeg Airport,12309
VY2074,2021-06-26 23:06:05,2021-06-26 05:06:05,Al Thaurah Airport,Cluff Lake Airport,3143
WF2075,2022-02-24 17:54:13,2022-02-23 17:54:13,Delingha Airport,Fetlar Airport,477
1I2076,2021-05-06 01:37:55,2021-05-05 01:37:55,Palacios Municipal Airport,Frankfurt-Hahn Airport,15101
GY2077,2023-02-03 05:03:20,2023-02-02 21:03:20,Husum-Schwesing Airport,Dorunda Airport,23007
4O2078,2022-05-30 02:27:17,2022-05-29 16:27:17,Wollongong Airport,Heidelberg Army Helicopter Base,10805
AW2079,2023-05-02 03:19:26,2023-05-01 17:19:26,Perpignan-Rivesaltes (Llabanère) Airport,Beaver Creek Airport,20899
G42080,2022-08-10 12:28:48,2022-08-10 08:28:48,Miyakejima Airport,Big Mountain Airport,13556
ZF2081,2022-12-07 03:34:37,2022-12-06 11:34:37,San Carlos Airport,Shennongjia Hongping Airport,18601
RM2082,2021-02-25 09:54:02,2021-02-24 11:54:02,Sir Seewoosagur Ramgoolam International Airport,Brawley Municipal Airport,18044
UG2083,2023-03-20 21:20:12,2023-03-20 19:20:12,Tshikapa Airport,Pastos Bons Airport,13439
JV2084,2020-03-13 12:20:14,2020-03-12 21:20:14,Qaqortoq Heliport,Bucholz Army Air Field,5701
HZ2085,2023-11-23 00:51:22,2023-11-22 02:51:22,Mangaia Island Airport,Maxson Airfield,3864
TH2086,2023-03-09 07:09:00,2023-03-08 19:09:00,Okadama Airport,Erbil International Airport,8301
DJ2087,2020-02-21 01:26:02,2020-02-21 01:26:02,Taichung Ching Chuang Kang Airport,Telegraph Harbour Seaplane Base,4469
O22088,2021-07-17 12:24:12,2021-07-17 04:24:12,Korla Airport,St Clair County International Airport,15278
G82089,2020-08-30 07:31:03,2020-08-29 16:31:03,Fremont Municipal Airport,Treviso-Sant'Angelo Airport,20571
FA2090,2023-03-01 00:39:22,2023-02-28 06:39:22,Tuscaloosa Regional Airport,Gascoyne Junction Airport,7691
UP2091,2023-08-29 19:59:06,2023-08-29 14:59:06,Point Baker Seaplane Base,Bahawalnagar Airport,15338
HT2092,2021-08-27 12:18:22,2021-08-27 03:18:22,Corn Island,Uytash Airport,2349
AV2093,2023-07-04 12:07:41,2023-07-04 00:07:41,Abau Airport,Winston Field,25739
E12094,2020-08-22 06:55:53,2020-08-22 05:55:53,Liberal Mid-America Regional Airport,Gujrat Airport,2106
3D2095,2023-09-28 15:14:51,2023-09-27 18:14:51,Newtok Airport,Macdonald Downs Airport,8841
NM2096,2020-04-24 22:48:48,2020-04-24 16:48:48,Nashville International Airport,Rotterdam The Hague Airport,24421
5K2097,2020-03-25 00:25:17,2020-03-24 17:25:17,Chennai International Airport,Jose Maria Velasco Ibarra Airport,19728
VQ2098,2022-11-28 00:26:13,2022-11-27 20:26:13,Tunxi International Airport,Lunyuk Airport,790
5Q2099,2023-06-17 04:43:39,2023-06-16 16:43:39,Rzhevka Airport,Capitán Av. German Quiroga G. Airport,6005
TY2100,2022-03-01 07:43:03,2022-02-28 16:43:03,Wilkes Barre Wyoming Valley Airport,Creech Air Force Base,11396
TH2101,2021-04-02 19:27:15,2021-04-02 11:27:15,Coll Airport,Gordonsville Municipal Airport,13111
NM2102,2023-08-27 23:48:36,2023-08-27 11:48:36,Solovki Airport,El Gora Airport,25169
GC2103,2020-08-21 16:51:27,2020-08-21 06:51:27,Munich Airport,Lahti Vesivehmaa Airport,20258
RS2104,2020-10-01 05:27:40,2020-09-30 18:27:40,St Pierre Airport,Rumbek Airport,13696
&T2105,2023-04-24 19:51:47,2023-04-24 07:51:47,New Laura Airport,Carlos Rovirosa Pérez International Airport,1893
6P2106,2022-12-17 01:46:47,2022-12-16 09:46:47,Madera Municipal Airport,Marsa Alam International Airport,3057
AW2107,2022-11-29 15:26:42,2022-11-28 16:26:42,Seguela Airport,Mount Sanford Station Airport,18847
8Y2108,2022-08-24 00:25:47,2022-08-23 16:25:47,Amedee Army Air Field,Tinboli Airport,20369
KI2109,2021-02-04 10:48:47,2021-02-03 14:48:47,Amboseli Airport,Bellona/Anua Airport,7001
SR2110,2021-10-29 20:50:03,2021-10-28 23:50:03,Kimberley Airport,Fremont Municipal Airport,8798
6Z2111,2023-05-24 17:31:33,2023-05-24 17:31:33,Tioga Municipal Airport,Newton Municipal Airport,22396
KI2112,2020-08-18 05:59:38,2020-08-18 02:59:38,Mayne Island Seaplane Base,Enshi Airport,9875
RD2113,2020-07-25 22:21:09,2020-07-24 23:21:09,Brigadier D.H.E. Ruiz Airport,Tefé Airport,20986
GX2114,2023-04-24 03:20:47,2023-04-24 02:20:47,Cudal Airport,Malakal Airport,15836
GS2115,2022-09-25 14:46:46,2022-09-24 14:46:46,Zhanjiang Airport,Bradford Regional Airport,23546
PL2116,2022-05-25 01:06:00,2022-05-24 18:06:00,Bonito Airport,Nekemte Airport,2918
MH2117,2020-10-10 16:59:57,2020-10-10 03:59:57,Koyuk Alfred Adams Airport,Ciudad Acuña New International Airport,1873
MC2118,2021-09-18 19:02:48,2021-09-18 04:02:48,Crane County Airport,RAF Leuchars,7068
HC2119,2023-03-13 06:20:06,2023-03-12 15:20:06,Lakeland Linder International Airport,Jose Maria Velasco Ibarra Airport,21624
PR2120,2021-03-29 10:46:17,2021-03-28 19:46:17,Desroches Airport,Jeh Airport,6201
MP2121,2020-07-10 14:57:48,2020-07-10 04:57:48,La Tuque Airport,Liboi Airport,26393
BF2122,2023-08-13 09:45:50,2023-08-13 01:45:50,Cradock Airport,Wollaston Lake Airport,5759
